matchStatus	name	matchedBuffIds	matchedOfficialTechnicIds	parsedStats	unparsedNotes	equipmentNames	info	sourcePage	sourceFile
matched	動ける寝袋	technic-12438	12438		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	バエルの寝袋	待機と移動モーションが変化して、HPの自然回復量と魔力が上昇する ※WarAgeでは効果がない	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	歌姫	technic-9401	9401		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	歌姫アーサー なりきりウィッグ / 歌姫アーサー なりきりウィッグ カラー / 歌姫アーサー なりきりドレス / 歌姫アーサー なりきりドレス カラー / ビッグ ツインテール ウィッグ	音楽技のディレイが減少して音楽スキルの効果が上昇する 音楽ディレイ -10% 音楽効果 +20% ミュージカル / バーチャル ステージ（音楽テク）:と併用不可 音楽効果アップの併用関係は アイテム/追加効果/併用#音楽 を参照 ※種別を特定するディレイ・詠唱短縮効果は最新の各1つのみ、また詠唱速度短縮は全体が優先で最新の１つのみ。 詳しくは アイテム/追加効果/検証 を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	打ち倒す者	technic-6305	6305		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	メジェド ローブ / 黒メジェド ローブ	移動と待機モーションが変化する 体をくねらせながら移動するモーションになる	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	☆USK☆	technic-11322	11322	調教:スキル+10		チアリング・ファン（猫）	調教スキルの効果が上昇する 調教テクニックの効果がスキル+10相当される 調教効果アップの併用関係は アイテム/追加効果/併用#調教 を参照 ※USK＝うちの子すごくかわいい（かっこいい）	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	ウッドルーツ	technic-4812	4812		数値効果を自動抽出できませんでした	ウッドルーツ ブーツ	大地に根を下ろし ノックバックを無効化する 多段ノックバック無効化。(ルート ダンスと同じ効果) 単発ノックバックには効果無し。	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	ウラエウスの力	technic-13354	13354	火属性:属性ダメージ%10% / 破壊魔法:スキル+10 / 強化魔法:スキル+10		コブラヘッド ロッド	破壊魔法と火属性の効果が上昇する ※WarAgeでは効果がない 破壊魔法テクニックの効果がスキル+10相当される 破壊魔法効果アップの併用関係は アイテム/追加効果/併用#破壊魔法 を参照 火属性の技や魔法の効果が上昇する 効果量（ダメージ増加量）は約10% 効果時間には影響しないものが大半(一部増加するものもある)、効果量も低スキルや一部のテクニックでは上記%とは異なるものがある 効果（ダメージ・バフ・回復など）が発生する段階で装備されていればいいため、 同部位でも破壊魔法効果アップや強化魔法効果アップなどと併用が可能 火属性効果アップの効果対象は アイテム/追加効果/検証#火属性ダメージアップ を参照 火属性効果アップの併用関係は アイテム/追加効果/併用2#火属性ダメージアップ を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	ウルの加護	technic-13386	13386	命中%20% / 命中2		リザーブ シャイニング ボウ	狩猟の神の加護で命中が大幅に上昇する ※WarAgeでは効果がない 命中+20%	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	ウルフ ソウル	technic-12705	12705	攻撃力%3% / 回避%10% / 回避1		ウルフ オーラ	攻撃力と回避が上昇する ※WarAgeでは効果がない 攻撃力+3%、回避+10%	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	ウミウシ	technic-12993	12993	HP自然回復/分112.5/min	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	アオウミウシの着ぐるみ / シロタスキウミウシの着ぐるみ / シンデレラウミウシの着ぐるみ	待機と移動モーションが変化、HP回復速度が上昇しして水中で呼吸が可能になる 1分間にHPが112.5回復する	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	梅エフェクト	technic-5150	5150		数値効果を自動抽出できませんでした	背負い梅	自分の周りに小さい梅の花びらが舞い落ちるエフェクトが付く。	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	疾風奮迅 (エアロ・マナ)	technic-12613	12613	攻撃力10		リュー・リオン なりきりウィッグ( カラー) / リュー・リオン なりきりウェア( カラー) / リュー・リオン なりきりベルト( カラー) / リュー・リオン なりきりマント( カラー) / リュー・リオン なりきりグローブ( カラー) / リュー・リオン なりきりブーツ( カラー) / リュー・リオン なりきりパンツ( カラー)	移動速度の10%を攻撃力に変換する ※WarAgeでは効果がない 通常移動速度100のため基本的に攻撃力+10される ただし重量オーバーや鈍足デバフなどで移動速度が低下した場合攻撃力も下がることになる この攻撃力上昇は採集にも効果がある 効果対象の詳細は 物理攻撃ダメージアップ を参照 攻撃力変換の併用関係は アイテム/追加効果/併用2#攻撃力変換 を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	永遠のアイドル	technic-11305	11305	音楽:スキル+15		サイドカール ウイッグ / ゴージャス ウエスト フリル	音楽スキルの効果とスタミナの自然回復速度が上昇する ※WarAgeでは効果がない 音楽テクニックの効果がスキル+15相当される。 1分間にSTが約60回復する 音楽効果アップの併用関係は アイテム/追加効果/併用#音楽 を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	永遠の献身	technic-10062	10062		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	ホワイト エンジェル キャップ / ホワイト エンジェル グローブ / ホワイト エンジェル パンツ / ホワイト エンジェル ブーツ / ホワイト エンジェル ケープ / ホワイト エンジェル レッグガード / ホワイト エンジェル ウイング	回復魔法の効果が上昇して回復魔法の詠唱速度が速くなる ※WarAgeでは効果がない 回復魔法の詠唱・ディレイを15%短縮する いやしのかぜなどにも適用される。 回復魔法効果アップの併用関係は アイテム/追加効果/併用#回復魔法 を参照 時の審判者と併用不可能（時の審判者が常に優先） ※種別を特定するディレイ・詠唱短縮効果は最新の各1つのみ、また詠唱速度短縮は全体が優先で最新の１つのみ。 詳しくは アイテム/追加効果/検証 を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	詠唱時間短縮	technic-2823	2823		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	玉藻前の尾 / 玉藻前の尾(染色可) / ファミリア フェイク(染色不可)	魔法の詠唱時間を少し短縮する 魔法の詠唱時間-3%・ディレイ-3%短縮。 魔法熟練ラピッド キャストとは併用不可。(ラピッド キャストが常に優先される) ※種別を特定するディレイ・詠唱短縮効果は最新の各1つのみ、また詠唱速度短縮は全体が優先で最新の１つのみ。 詳しくは アイテム/追加効果/検証 を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	エール	technic-5558	5558		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	応援団の服 / 応援団のパンツ	ダンステクニックのディレイが20%短縮。 ※種別を特定するディレイ・詠唱短縮効果は最新の各1つのみ、また詠唱速度短縮は全体が優先で最新の１つのみ。 詳しくは アイテム/追加効果/検証 を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	エキスパート マジック	technic-10094	10094	魔法熟練:スキル+10		エキスパート マジック リング	魔法熟練の効果が上昇する ※WarAgeでは効果がない 魔法熟練テクニックの効果がスキル+10相当される 魔法熟練効果アップの併用関係は アイテム/追加効果/併用#魔法熟練 を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	液体燃料	technic-11371	11371		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	火炎放射器	専用技『 フレイムスロワー 』が使用可能になる ※秘伝の書を入手するには『 火炎放射器 』を装備した状態でメモリーズボックスを右クリックしてください。	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	疫病退散	technic-9929	9929		数値効果を自動抽出できませんでした	アマビオン	病気や呪いを防ぎ、HPの自然回復量が増加する ※WarAgeでは効果がない	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	エクストリーム ボード	technic-10371	10371	速度10	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	エクストリーム ボード	待機と移動モーションが変化し、移動速度が上昇する 専用技『 グラウンド トリック 』が使用可能になる ※WarAgeでは効果がない ※秘伝の書を入手するには『 エクストリーム ボード 』を装備した状態でメモリーズボックスを右クリックしてください。 移動速度+10	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	H.EROの心	technic-10881	10881		数値効果を自動抽出できませんでした	ヒーローの仮面（ブラック）	HとEROでは単なるスケベ野郎だがふたつ合わさればHEROとなるのだ！！	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	選ばれし者	technic-9212	9212		数値効果を自動抽出できませんでした	イケメン ウィッグ	天は二物を与えた!? 攻撃力と魔力が3%上昇する ※WarAgeでは効果がない	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	恵方	technic-11152	11152		数値効果を自動抽出できませんでした	恵方巻き キャップ	恵方巻きを食べなら恵方へ向かってGO！ ※満腹度が減りにくくなる	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	エリンギモード	technic-8639	8639		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	エリンギ スーツ	待機と移動のモーションが変化する	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	エルンスト	technic-5176	5176		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	シュヴェルツェ フューラー エンブレムA	腕を交差させ、武器を構えるモーションになる	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	エレメント ガード	technic-9669	9669		数値効果を自動抽出できませんでした	エレメンタル フェザー ウイング / クアドラプル ジェム ネックレス	耐火、耐水、耐風、耐地属性が大幅に上昇する ※WarAgeでは効果がない 無を除く耐火、耐水、耐風、耐地の抵抗が+20される	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	円月輪	technic-10113	10113		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	背負い円月輪刀	背中の刃が物理ダメージの10%を常に反射する 専用技『 斬り斬り舞 』が使用できる ※WarAgeでは効果がない ※秘伝の書を入手するには『 背負い円月輪刀 』を装備した状態でメモリーズボックスを右クリックしてください。 ダメージ反射10%、ダメージカット10% ダメージカットは倍率の高いもの1つのみ有効 100%発動一部反射は倍率の高いもの1つのみ有効 ※詳細は 反撃・反射・ダメージカットについて を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	エンジェル サポート	technic-10469	10469		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	エンジェル フェザー ガントレット / エンジェル フェザー ウイング / エンジェル フェザー ウエストウイング / プリティ エンジェル ウイング / エンジェル レース クローク	天使の加護で消費MPを軽減し、ペットの経験値取得率が少し上昇する ペットの成長率を1.1倍にする 詳しくは「 ペット#y66d9c48 」ページを参照 強欲と無欲 ( 強欲と無欲 )や 秘めたる願い ( ミサンガ アンクレット )と併用不可	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	円卓会議	technic-10212	10212		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	円卓	待機モーションが変化する ※WarAgeでは効果がない ※種族により待機モーションが異なります	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	エンチャント アイス	technic-1578	1578		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	エンチャント リスト(アイス)	常時フリーズ ブレイド状態。 HPが徐々に減る。(減少量は30弱/分程度) 他のエンチャント系Buffとは併用不可。(神秘魔法ブレイド系が常に優先される) Buff点灯毎に耐久度が減少。	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	エンチャント サンダー	technic-1579	1579		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	エンチャント リスト(サンダー)	常時ライトニング ブレイド状態。 HPが徐々に減る。 他のエンチャント系Buffとは併用不可。(神秘魔法ブレイド系が常に優先される) Buff点灯毎に耐久度が減少。	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	エンチャント ファイアー	technic-1577	1577		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	エンチャント リスト(ファイアー)	常時フレイム ブレイド状態。 HPが徐々に減る。 他のエンチャント系Buffとは併用不可。(神秘魔法ブレイド系が常に優先される) Buff点灯毎に耐久度が減少。	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	エンチャント レッグ	technic-11262	11262		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	エンチャント サイハイ ブーツ	通常攻撃が使用できなくなるが、専用技『エンチャント シュート』が使用可能になり、キックの命中精度を上げる効果がある 下記属性のと違いこちらは即時Buffが反映される	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
multiple	エンチャント レッグ ファイアー エンチャント レッグ サンダー エンチャント レッグ アイス	technic-11262,technic-11273,technic-11274,technic-11275	11262,11273,11274,11275	速度%-30% / 速度-3	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	エンチャント サイハイ ブーツ（ファイアー） / エンチャント サイハイ ブーツ（サンダー） / エンチャント サイハイ ブーツ（アイス）	通常攻撃できなくなるが、専用技『エンチャント シュート』が使用可能になり エンチャント シュートに火(or風or水)属性の追加ダメージを付与する 装備後1秒後にBuffが点灯します キックのダメージ量の約8割の追加ダメージが発生する 神秘ブレイド系と併用不可 ファイアー:防御力ダウン ささみに50ぐらい アイス:移動速度-30%？(要検証)と被クリティカル率上昇 サンダー:回避ダウン ささみに50ぐらい	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	エンシェント オーラ	technic-5165	5165		数値効果を自動抽出できませんでした	フルメタル ガントレット	不思議な力を宿した古代の篭手 身に付けることで、強大なオーラを全身からはなつ。 全ての抵抗が+5% ※ 効果中は全身にオレンジ色のオーラを纏う	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	炎魔の加護	technic-12455	12455	火属性:属性ダメージ%20%		フレイム デビル ウイング	火属性のダメージが上昇して、火属性のダメージを軽減する ※WarAgeでは効果がない 火属性の技や魔法の効果が上昇し、被ダメージや被効果が減少する 効果量（ダメージ増加量/減少量）は約20% 効果時間には影響しないものが大半(一部増加するものもある)、効果量も低スキルや一部のテクニックでは上記%とは異なるものがある 効果（ダメージ・buff・回復など）が発生する段階で装備されていればいいため、 同部位でも破壊魔法効果アップや強化魔法効果アップなどと併用が可能 火属性効果アップの効果対象は アイテム/追加効果/検証#火属性ダメージアップ を参照 火属性効果アップの併用関係は アイテム/追加効果/併用2#火属性ダメージアップ を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	美味しくなりました	technic-8504	8504		数値効果を自動抽出できませんでした	カモ鍋	空腹を和らげる効果とカモパワーにより魔力を5上昇するが、消費MPが5%上昇する	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	桜花エフェクト	technic-11962	11962	魔力%3%		桜の腰リボン	魔力が上昇して、桜の花が舞う ※WarAgeでは効果がない 魔力+3%	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	桜花の加護	technic-11267	11267	攻撃力5		桜花の背剣	桜花の加護により攻撃力と呪文抵抗力が上昇する ※WarAgeでは効果がない 攻撃力+5、全抵抗+15	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	桜花の力	technic-11266	11266		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	桜花の剣	通常攻撃の追加効果で「桜花閃」を放つ ※エンチェント効果のため、他のエンチェント系と併用不可 ダメージは攻撃力依存、命中率は刀剣スキル命中依存(要検証) 遠距離武器持ち替えでも発動する 追撃の射程は弓よりもかなり短い 仕様上バフだけを反映して他武器で通常攻撃できないため発動時必ず削れる	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	桜花爛漫	technic-9710	9710		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	肩掛け桜花の羽織 / 桜の髪飾り	回避が5%上昇する ※WarAgeでは効果がない 「 サムライ マスタリー 」がなくても、テクニック『 桜花一閃 』が使用可能になる	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	扇の舞	technic-7625	7625		数値効果を自動抽出できませんでした	背負い扇	巨大な扇が巻き起こす風で吹き飛ばし効果を相殺して無効化する 多段ノックバック無効	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	黄金の棺	technic-6276	6276		数値効果を自動抽出できませんでした	黄金の棺	ダメージを軽減してHPの自然回復量を上昇させる ※WarAgeでは効果がない 1分間にHPが約113回復 動きたくない魔力、光の加護と併用可能 見た目がツタンカーメンの黄金の棺になる	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	王者の余裕	technic-9404	9404		数値効果を自動抽出できませんでした	王者のベルト	スタミナを温存しながらも経験とセンスで他者を圧倒する ※STの消費を抑え、STの自然回復量が少し上昇する ※WarAgeでは効果が無い ST消費10%軽減。1分間に42程ST自然回復。	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	王の威厳	technic-9790	9790		数値効果を自動抽出できませんでした	錬金王の杖 / 背負い錬金王の杖	範囲攻撃の範囲増加とMP自然回復アップ テクニックの効果範囲+1.5(射程とは別) 効果範囲アップの併用関係は アイテム/追加効果/併用2#効果範囲 を参照 MP自然回復量42/min、天空の滅竜魔導士・闇の加護と併用可	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	王の財宝	technic-4581	4581		数値効果を自動抽出できませんでした	FateZero アーチャー装備セット	アイテムの重さを10%軽減する 妖精の加護 （アイテムの重さを20%軽減する）との同時発動不可。常に王の財宝が優先される。	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	大型二種	technic-7746	7746	速度15	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	アニマル バス	移動速度を大幅に上昇させる ※WarAgeでは移動速度上昇の効果はない 移動速度+15.0、待機・移動モーション変化、テク可 傾斜に対して垂直に立つ事が可能 他PCのPETからの支援を受けられる（壺も含む、「かかれ」で使用するもの） モンスターの友好度を変更する → 【特記事項】友好度調査についてはこちら	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	大型二輪	technic-12198	12198	速度20	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	ノア カスタム バイク	特定の技以外使用できなくなるが、移動速度を大幅に上昇させる ※WarAgeでは効果がない 専用技『 ジェット ブースター 』が使用可能になる ※秘伝の書を入手するには『 ノア カスタム バイク 』を装備した状態でメモリーズボックスを右クリックしてください。 移動速度+20、テク発動不可	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	大鎌の魔力	technic-7305	7305		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	大鎌の腰掛け	大鎌に腰を掛けると徐々にMPが回復する 1分間でMPが112回復 効果中は移動不可、テクニック使用不可、アイテム使用可能 闇の加護と併用可能	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	オートマチックスラスター	technic-3106	3106	回避%5%		スラスター ウイング系	使用者の行動を予測し 回避行動の効率化をアップさせる機能 回避力を 5% アップさせる 回避+5% ウインド ベルと併用可能(1.05倍の1.05倍)	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	オートガード	technic-7078	7078		数値効果を自動抽出できませんでした	背負い瓢箪	瓢箪に封印されている何かが物理攻撃から守ってくれる 物理ダメージ軽減15%	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	オート プロテクション	technic-11698	11698		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	バリア ジェネレーター	専用技『 プロテクション バリア 』が使用可能 防御力と呪文抵抗力が10%上昇する ※WarAgeでは効果がない	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	オート モービル	technic-12000	12000	速度20	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	ノア オートモービル	待機と移動モーションが変化して、移動速度が上昇する ※WarAgeでは効果がない 移動速度+20 テクニック発動可能	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	オートリジェネ	technic-2574	2574		数値効果を自動抽出できませんでした	壷魔人	- 23秒間隔でHP4回復。	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	オープン マイ ハート	technic-9405	9405	シャウト:スキル+20		オープン チェスト シャツ	心の底から放つ魂の叫びでシャウトの効果が上昇する シャウトテクニックの効果がスキル+20相当される シャウト効果アップの併用関係は アイテム/追加効果/併用#シャウト を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	オーラ	technic-5235	5235		数値効果を自動抽出できませんでした	シュヴェルツェ フューラー エンブレムB	自分の周りに紫色のオーラが漂うエフェクトが付く。	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	オーロラの加護	technic-12494	12494	無属性:属性ダメージ%15%		オーロラ ネックレス / オーロラ イヤリング	オーロラの光が物理ダメージと無属性魔法ダメージを15%軽減する ※WarAgeでは効果がない	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	お金の力	technic-11964	11964		数値効果を自動抽出できませんでした	札束の扇子	札束で対象を叩いて精神的なダメージを与える ※追加効果が発動する毎に100Gを失う	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	オクト ブースター	technic-9273	9273	速度8 / 回避%15% / 回避1		メカニカル オクト ウイング	ブースターの出力を操作することで移動速度を上昇させて攻撃を回避する ※WarAgeでは効果が無い 移動速度+8、回避+15%	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	おしおき三輪車	technic-5988	5988	速度10	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	おしおき三輪車	3人乗りの自転車に乗ることで移動速度が上昇する ※WarAgeでは効果が無い ※効果中はテクニックを使用することができません 旋回・移動モーションが三人乗り自転車に乗るモーションになる(待機モーションは変化しない) 自キャラが先頭に乗り、２人目にはボヤッキー、３人目にはトンズラーが乗る 効果中はテクニックを使用できない 移動速度+10	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	オシドリ夫婦	technic-3279	3279		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	オシドリ夫婦の巣	夫婦から元気をもらってHP自然回復量がUPする 1分間にHPが約42回復？ 光の加護とは併用不可。(光の加護が常に優先される)	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	オシリスの加護	technic-12718	12718	回復魔法:スキル+10 / 死の魔法:スキル+10		背負いクルック	死と再生を司る神の加護で死の魔法と回復魔法の効果が上昇する ※WarAgeでは効果がない 死の魔法と回復魔法テクニックの効果がスキル+10相当される 回復魔法効果アップの併用関係は アイテム/追加効果/併用#回復魔法 を参照 死の魔法効果アップの併用関係は アイテム/追加効果/併用#死の魔法 を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	お掃除モード	technic-4806	4806		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	サイクロン バスター	複合技「サイクロン バキューム」の前提条件。	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	お注射タイム	technic-8892	8892		数値効果を自動抽出できませんでした	ライディング インジェクター	大きな注射器に跨って移動できる ※WarAgeでは効果が無い	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	御使い	technic-11837	11837		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	イリナ なりきりウィッグ カラー / イリナ なりきりウィッグ	刀剣技のディレイが減少して、攻撃速度が上昇する ※WarAgeでは効果がない 刀剣技ディレイ-15、共通ディレイ-5 特定ディレイと共通ディレイが1バフで減少する珍しいbuff、使い方を気を付けないとバーサークの上書き事故につながるため注意 ※種別を特定するディレイ・詠唱短縮効果は最新の各1つのみ、また詠唱速度短縮は全体が優先で最新の１つのみ。 詳しくは アイテム/追加効果/検証 を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	踊り子の舞	technic-5695	5695		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	エイミーの踊り子装備 / ベリーダンス装備 / ヒップスカーフ / フェイス ベール / オリエンタル ヴェール	ダンステクニックのディレイが20%短縮。 ※種別を特定するディレイ・詠唱短縮効果は最新の各1つのみ、また詠唱速度短縮は全体が優先で最新の１つのみ。 詳しくは アイテム/追加効果/検証 を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	お布団の魔力	technic-6479	6479		数値効果を自動抽出できませんでした	ほかほかタイヤキ布団 / ほかほかタイヤキ布団 カラー	一度入るとあまりの寝心地の良さに動けなくなる ※HPとMPの自然回復量が上昇する ※WarAgeでは効果が無い	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
matched	重い気持ち	technic-2950	2950		数値効果を自動抽出できませんでした	おばけのチャーリー	チャーリーの心が重く感じる 多段ノックバック無効化。(ルートダンスと同じ効果) 所持重量が+5%だけ重くなる。	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm
