enabled	verified	applyDefault	officialTechnicId	catalogId	name	conflictGroup	stackRule	attack	attackPct	magic	magicPct	speed	speedPct	dmgPct	extraAC	extraACPct	extraHP	extraHPPct	extraMP	extraMPPct	extraST	extraSTPct	extraMaxWeight	extraMaxWeightPct	extraHit	extraHitPct	extraAvoid	extraAvoidPct	extraAttackDelay	extraAttackDelayPct	extraMagicDelay	extraMagicDelayPct	extraFireRes	extraFireResPct	extraWaterRes	extraWaterResPct	extraEarthRes	extraEarthResPct	extraWindRes	extraWindResPct	extraNeutralRes	extraNeutralResPct	extraDamageReducePct	extraCritRatePct	extraBreath	extraHearing	extraSeeing	extraSmelling	extraFullness	extraThirst	extraSteal	extraLockpickingFail	extraFangAttack	extraFishingGaugeLength	extraFishingHitZone	extraSmithingGradeZone	extraSmithingGaugeSlip	extraSmithingHitZone	extraCarpentryGradeZone	extraCarpentryGaugeSlip	extraCarpentryHitZone	extraTailoringGradeZone	extraTailoringGaugeSlip	extraTailoringHitZone	extraDecorationGradeZone	extraDecorationGaugeSlip	extraDecorationHitZone	extraCookingGradeZone	extraCookingGaugeSlip	extraCookingHitZone	extraBrewingGradeZone	extraBrewingGaugeSlip	extraBrewingHitZone	extraAlchemyGradeZone	extraAlchemyGaugeSlip	extraAlchemyHitZone	extraReplicationGradeZone	extraReplicationGaugeSlip	extraReplicationHitZone	extraBeautyGaugeSlip	extraBeautyHitZone	hpRegenPerMinute	stRegenPerMinute	mpRegenPerMinute	stCostReducePct	mpCostReducePct	itemUseDelayPct	physicalDamageReducePct	physicalReflectPct	magicReflectPct	skillEffects	customEffects	memo	source	wikiName	matchStatus	matchedBuffIds	matchedOfficialTechnicIds	parsedStatsHint	unparsedNotes	equipmentNames	rawInfo	sourcePage	wikiId
			9404	technic-9404	王者の余裕	technic-9404	same-technic																																																																																							wiki-manual	王者の余裕	matched	technic-9404	9404		数値効果を自動抽出できませんでした	王者のベルト	スタミナを温存しながらも経験とセンスで他者を圧倒する ※STの消費を抑え、STの自然回復量が少し上昇する ※WarAgeでは効果が無い ST消費10%軽減。1分間に42程ST自然回復。	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:128
			9790	technic-9790	王の威厳	technic-9790	same-technic																																																																																							wiki-manual	王の威厳	matched	technic-9790	9790		数値効果を自動抽出できませんでした	錬金王の杖 / 背負い錬金王の杖	範囲攻撃の範囲増加とMP自然回復アップ テクニックの効果範囲+1.5(射程とは別) 効果範囲アップの併用関係は アイテム/追加効果/併用2#効果範囲 を参照 MP自然回復量42/min、天空の滅竜魔導士・闇の加護と併用可	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:129
			4581	technic-4581	王の財宝	technic-4581	same-technic																																																																																							wiki-manual	王の財宝	matched	technic-4581	4581		数値効果を自動抽出できませんでした	FateZero アーチャー装備セット	アイテムの重さを10%軽減する 妖精の加護 （アイテムの重さを20%軽減する）との同時発動不可。常に王の財宝が優先される。	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:130
			7746	technic-7746	大型二種	technic-7746	same-technic																																																																																							wiki-manual	大型二種	matched	technic-7746	7746	速度:15	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	アニマル バス	移動速度を大幅に上昇させる ※WarAgeでは移動速度上昇の効果はない 移動速度+15.0、待機・移動モーション変化、テク可 傾斜に対して垂直に立つ事が可能 他PCのPETからの支援を受けられる（壺も含む、「かかれ」で使用するもの） モンスターの友好度を変更する → 【特記事項】友好度調査についてはこちら	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:131
			12198	technic-12198	大型二輪	technic-12198	same-technic																																																																																							wiki-manual	大型二輪	matched	technic-12198	12198	速度:20	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	ノア カスタム バイク	特定の技以外使用できなくなるが、移動速度を大幅に上昇させる ※WarAgeでは効果がない 専用技『 ジェット ブースター 』が使用可能になる ※秘伝の書を入手するには『 ノア カスタム バイク 』を装備した状態でメモリーズボックスを右クリックしてください。 移動速度+20、テク発動不可	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:132
			7305	technic-7305	大鎌の魔力	technic-7305	same-technic																																																																																							wiki-manual	大鎌の魔力	matched	technic-7305	7305		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	大鎌の腰掛け	大鎌に腰を掛けると徐々にMPが回復する 1分間でMPが112回復 効果中は移動不可、テクニック使用不可、アイテム使用可能 闇の加護と併用可能	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:133
			3106	technic-3106	オートマチックスラスター	technic-3106	same-technic																					5																																																																		wiki-manual	オートマチックスラスター	matched	technic-3106	3106	回避%:5%		スラスター ウイング系	使用者の行動を予測し 回避行動の効率化をアップさせる機能 回避力を 5% アップさせる 回避+5% ウインド ベルと併用可能(1.05倍の1.05倍)	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:134
			7078	technic-7078	オートガード	technic-7078	same-technic																																																																																							wiki-manual	オートガード	matched	technic-7078	7078		数値効果を自動抽出できませんでした	背負い瓢箪	瓢箪に封印されている何かが物理攻撃から守ってくれる 物理ダメージ軽減15%	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:135
			11698	technic-11698	オート プロテクション	technic-11698	same-technic																																																																																							wiki-manual	オート プロテクション	matched	technic-11698	11698		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	バリア ジェネレーター	専用技『 プロテクション バリア 』が使用可能 防御力と呪文抵抗力が10%上昇する ※WarAgeでは効果がない	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:136
			12000	technic-12000	オート モービル	technic-12000	same-technic																																																																																							wiki-manual	オート モービル	matched	technic-12000	12000	速度:20	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	ノア オートモービル	待機と移動モーションが変化して、移動速度が上昇する ※WarAgeでは効果がない 移動速度+20 テクニック発動可能	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:137
			2574	technic-2574	オートリジェネ	technic-2574	same-technic																																																																																							wiki-manual	オートリジェネ	matched	technic-2574	2574		数値効果を自動抽出できませんでした	壷魔人	- 23秒間隔でHP4回復。	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:138
			9405	technic-9405	オープン マイ ハート	technic-9405	same-technic																																																																																							wiki-manual	オープン マイ ハート	matched	technic-9405	9405	スキル+:20(シャウト)		オープン チェスト シャツ	心の底から放つ魂の叫びでシャウトの効果が上昇する シャウトテクニックの効果がスキル+20相当される シャウト効果アップの併用関係は アイテム/追加効果/併用#シャウト を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:139
			5235	technic-5235	オーラ	technic-5235	same-technic																																																																																							wiki-manual	オーラ	matched	technic-5235	5235		数値効果を自動抽出できませんでした	シュヴェルツェ フューラー エンブレムB	自分の周りに紫色のオーラが漂うエフェクトが付く。	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:140
			12494	technic-12494	オーロラの加護	technic-12494	same-technic																																																																																							wiki-manual	オーロラの加護	matched	technic-12494	12494	属性ダメージ%:15%(無属性)		オーロラ ネックレス / オーロラ イヤリング	オーロラの光が物理ダメージと無属性魔法ダメージを15%軽減する ※WarAgeでは効果がない	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:141
			11964	technic-11964	お金の力	technic-11964	same-technic																																																																																							wiki-manual	お金の力	matched	technic-11964	11964		数値効果を自動抽出できませんでした	札束の扇子	札束で対象を叩いて精神的なダメージを与える ※追加効果が発動する毎に100Gを失う	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:142
			9273	technic-9273	オクト ブースター	technic-9273	same-technic																				1	15																																																																		wiki-manual	オクト ブースター	matched	technic-9273	9273	速度:8 / 回避%:15% / 回避:1		メカニカル オクト ウイング	ブースターの出力を操作することで移動速度を上昇させて攻撃を回避する ※WarAgeでは効果が無い 移動速度+8、回避+15%	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:143
			5988	technic-5988	おしおき三輪車	technic-5988	same-technic																																																																																							wiki-manual	おしおき三輪車	matched	technic-5988	5988	速度:10	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	おしおき三輪車	3人乗りの自転車に乗ることで移動速度が上昇する ※WarAgeでは効果が無い ※効果中はテクニックを使用することができません 旋回・移動モーションが三人乗り自転車に乗るモーションになる(待機モーションは変化しない) 自キャラが先頭に乗り、２人目にはボヤッキー、３人目にはトンズラーが乗る 効果中はテクニックを使用できない 移動速度+10	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:144
			3279	technic-3279	オシドリ夫婦	technic-3279	same-technic																																																																																							wiki-manual	オシドリ夫婦	matched	technic-3279	3279		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	オシドリ夫婦の巣	夫婦から元気をもらってHP自然回復量がUPする 1分間にHPが約42回復？ 光の加護とは併用不可。(光の加護が常に優先される)	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:145
			12718	technic-12718	オシリスの加護	technic-12718	same-technic																																																																																							wiki-manual	オシリスの加護	matched	technic-12718	12718	スキル+:10(回復魔法) / スキル+:10(死の魔法)		背負いクルック	死と再生を司る神の加護で死の魔法と回復魔法の効果が上昇する ※WarAgeでは効果がない 死の魔法と回復魔法テクニックの効果がスキル+10相当される 回復魔法効果アップの併用関係は アイテム/追加効果/併用#回復魔法 を参照 死の魔法効果アップの併用関係は アイテム/追加効果/併用#死の魔法 を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:146
			4806	technic-4806	お掃除モード	technic-4806	same-technic																																																																																							wiki-manual	お掃除モード	matched	technic-4806	4806		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	サイクロン バスター	複合技「サイクロン バキューム」の前提条件。	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:147
			8892	technic-8892	お注射タイム	technic-8892	same-technic																																																																																							wiki-manual	お注射タイム	matched	technic-8892	8892		数値効果を自動抽出できませんでした	ライディング インジェクター	大きな注射器に跨って移動できる ※WarAgeでは効果が無い	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:148
			11837	technic-11837	御使い	technic-11837	same-technic																																																																																							wiki-manual	御使い	matched	technic-11837	11837		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	イリナ なりきりウィッグ カラー / イリナ なりきりウィッグ	刀剣技のディレイが減少して、攻撃速度が上昇する ※WarAgeでは効果がない 刀剣技ディレイ-15、共通ディレイ-5 特定ディレイと共通ディレイが1バフで減少する珍しいbuff、使い方を気を付けないとバーサークの上書き事故につながるため注意 ※種別を特定するディレイ・詠唱短縮効果は最新の各1つのみ、また詠唱速度短縮は全体が優先で最新の１つのみ。 詳しくは アイテム/追加効果/検証 を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:149
			5695	technic-5695	踊り子の舞	technic-5695	same-technic																																																																																							wiki-manual	踊り子の舞	matched	technic-5695	5695		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	エイミーの踊り子装備 / ベリーダンス装備 / ヒップスカーフ / フェイス ベール / オリエンタル ヴェール	ダンステクニックのディレイが20%短縮。 ※種別を特定するディレイ・詠唱短縮効果は最新の各1つのみ、また詠唱速度短縮は全体が優先で最新の１つのみ。 詳しくは アイテム/追加効果/検証 を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:150
			6479	technic-6479	お布団の魔力	technic-6479	same-technic																																																																																							wiki-manual	お布団の魔力	matched	technic-6479	6479		数値効果を自動抽出できませんでした	ほかほかタイヤキ布団 / ほかほかタイヤキ布団 カラー	一度入るとあまりの寝心地の良さに動けなくなる ※HPとMPの自然回復量が上昇する ※WarAgeでは効果が無い	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:151
			2950	technic-2950	重い気持ち	technic-2950	same-technic																																																																																							wiki-manual	重い気持ち	matched	technic-2950	2950		数値効果を自動抽出できませんでした	おばけのチャーリー	チャーリーの心が重く感じる 多段ノックバック無効化。(ルートダンスと同じ効果) 所持重量が+5%だけ重くなる。	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:152
			7466	technic-7466	音声増幅装置	technic-7466	same-technic																																																																																							wiki-manual	音声増幅装置	matched	technic-7466	7466		数値効果を自動抽出できませんでした	ノア インカム / ポリスマン ラジオハーネス	ノアストーンの力で音楽とシャウトの範囲が少し広がる 音楽技とシャウト技の射程が+3.0伸びる。 射程は他の射程増加装備と併用可（加算）	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:153
			10050	technic-10050	隠密の極意	technic-10050	same-technic																																																																																							wiki-manual	隠密の極意	matched	technic-10050	10050	スキル+:10(物まね)		宝珠の首輪（レプリカ）	物まねスキルの効果が少し上昇する 物まねテクニックの効果がスキル+10相当される 物まね効果アップの併用関係は アイテム/追加効果/併用#物まね を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:154
			3102	technic-3102	陰陽術式召喚	technic-3102	same-technic																																																																																							wiki-manual	陰陽術式召喚	matched	technic-3102	3102		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	狩衣	特殊な術式を用いて 異界の魔物を呼び出す速度を上昇させる ※同効果のあるBuffは 重複しません 後についたBuffが優先されます 召喚魔法の詠唱時間-10%・ディレイ-10%短縮。 ※種別を特定するディレイ・詠唱短縮効果は最新の各1つのみ、また詠唱速度短縮は全体が優先で最新の１つのみ。 詳しくは アイテム/追加効果/検証 を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:155
			8116	technic-8116	開眼	technic-8116	same-technic																																																																																							wiki-manual	開眼	matched	technic-8116	8116		数値効果を自動抽出できませんでした	第三の眼	秘められた力が解放されて魔力が上昇するが、 反動でスタミナの消費が少し増加する また開眼することで見えない者が見えてくる 魔力 3%UP、スタミナ消費1.1倍、看破Buff	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:156
			7802	technic-7802	怪獣の力	technic-7802	same-technic																																																																																							wiki-manual	怪獣の力	matched	technic-7802	7802		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	ダイアロス サウルス	移動速度が低下するが、攻撃性が増して攻撃力と牙攻撃の威力が上昇する ※WerAgeでは効果が無い 攻撃力3%UP、牙攻撃力上昇（未調査）、移動速度低下-20（要検証） 待機・移動モーション変化、移動可・テク可	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:157
			9596	technic-9596	海神の加護	technic-9596	same-technic																																																																												41.25											wiki-manual	海神の加護	matched	technic-9596	9596	ST自然回復/分:41.25/min		海神のウィッグ / 海神のロインクロス / 海神の釣り竿 / 海神のブーツ	水中で呼吸が可能になり、スタミナの自然回復が上昇する ※WarAgeでは効果がない 1分間にSTが41.25回復する	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:158
			11383	technic-11383	怪鳥の力	technic-11383	same-technic		3				5														1	10																																																																		wiki-manual	怪鳥の力	matched	technic-11383	11383	攻撃力%:3% / 速度%:5% / 回避%:10% / 回避:1		怪鳥の仮面 / グリフォンフェザー ケープ / グリフォンフェザー スカート	仮面が潜在能力を引き出し、攻撃力と回避と移動速度が割合で増加する ※WarAgeでは効果がない 攻撃力+3%、回避+10%、移動速度+5%(x1.05)	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:159
			8754	technic-8754	回転木馬	technic-8754	same-technic																																																																																							wiki-manual	回転木馬	matched	technic-8754	8754	速度:15	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	メリーゴーラウンド	移動モーション変化、テクニック使用不可、移動速度+15.0	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:160
			8071	technic-8071	怪物創造	technic-8071	same-technic											5		-5																																																																										wiki-manual	怪物創造	matched	technic-8071	8071	HP%:5% / MP%:-5%		フランケン チャーリー	最大HPとHPの自然回復量が上昇するが、最大MPが低下する 最大HP+5%、最大MP-5% 1分間にHPが約53回復 光の加護、励起する魂とは併用可能	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:161
			3550	technic-3550	解放の鍵	technic-3550	same-technic																																																																																							wiki-manual	解放の鍵	matched	technic-3550	3550		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	アンロック キー	自らの力を解放する 魔法の射程+3.0(範囲魔法の効果範囲は変わらない) 魔法の射程増加バフは全て併用不可で最新の1個のみ適用される 魔法の射程増加バフに関して クリティカル率UPBuff区分Bグループ扱い(解放の鍵が常に優先) クリティカル率上昇+10% 併用関係は アイテム/追加効果/併用2#クリティカル率 を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:162
			13340	technic-13340	海狸の加護	technic-13340	same-technic																																																																																							wiki-manual	海狸の加護	matched	technic-13340	13340		数値効果を自動抽出できませんでした	ビーバー キャップ	泳ぎ速度と伐採の命中率が上昇する ※WarAgeでは効果がない 泳ぎ速度+20	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:163
			13191	technic-13191	海竜の力	technic-13191	same-technic																																																																																							wiki-manual	海竜の力	matched	technic-13191	13191		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	海竜の尾ひれ	水中での呼吸が可能になり、水中の移動速度と水泳スキル依存の効果が上昇する 専用技『 タイダルブレス 』が使用可能になる ※WarAgeでは効果がない 泳ぎ速度+30、水泳の効果がスキル+10相当される	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:164
			11377	technic-11377	蛙の加護	technic-11377	same-technic																																																																																							wiki-manual	蛙の加護	matched	technic-11377	11377	速度:10		蛙の三度笠	移動速度が上昇し、ジャンプ力が強化される ※WarAgeでは効果がない 移動速度+10 ジャンプ力が1.45倍に上昇する	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:165
			6314	technic-6314	火炎	technic-6314	same-technic																																																																																							wiki-manual	火炎	matched	technic-6314	6314		数値効果を自動抽出できませんでした	火炎のペンダント	火炎を身に纏い火属性と水属性の抵抗力をUPする 自分の体から炎が立ち上るエフェクトが付く。 耐火属性 +10、耐水属性 +10	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:166
			3472	technic-3472	カオス ベル	technic-3472	same-technic				3																																																																																			wiki-manual	カオス ベル	matched	technic-3472	3472	魔力%:3%		カオス チェストベル	魔力が上昇する 魔力+3%、属性鍵束系buff、ウィザードリィ ローブ(MAGIC 3%UP)と併用可能	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:167
			1524	technic-1524	カーミラ バット召喚	technic-1524	same-technic																																																																																							wiki-manual	カーミラ バット召喚	matched	technic-1524	1524		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	カーミラ コルセット +4～ / ブラムストーカー ローブ +4 ～	一定時間ごとに自動でヴァンパイア バットを召喚する(58秒ごと) 召喚魔法のスキル値によって最大3体まで召喚可能 自動召喚ペットが「 召喚 カーミラ バット 」に変更された (070626パッチ) カーミラ バットのステータス詳細	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:168
			10215	technic-10215	学習装置	technic-10215	same-technic																																																																																							wiki-manual	学習装置	matched	technic-10215	10215		数値効果を自動抽出できませんでした	ラーニング デバイス	戦闘技術スキルの効果が上昇するが、負荷がかかるためスタミナ消費増える ※WarAgeでは効果がない 戦闘技術テクニックの効果がスキル+15相当される 戦闘技術効果アップの併用関係は アイテム/追加効果/併用#戦闘技術 を参照 消費STは10%上昇 戦技100でB:58秒効果26→1分13秒効果28, KM:50秒効果43→1分3秒効果46, SH:約16s→約18s, SoW:約8s→約13s, チェンジエナジー:59～64→75～80但し被ダメも増	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:169
			10829	technic-10829	駆け抜ける悪夢	technic-10829	same-technic																																																																																							wiki-manual	駆け抜ける悪夢	matched	technic-10829	10829	速度:5		ナイトメアの尾	悪夢から逃げるために移動速度が上昇する ※WerAgeでは効果がない 移動速度+5.0	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:170
			11150	technic-11150	影ノ者	technic-11150	same-technic																																																																																							wiki-manual	影ノ者	matched	technic-11150	11150	スキル+:20(物まね)		影炎ノ頭巾 / 影炎ノ上衣 / 影炎ノ手甲 / 影炎ノ下衣 / 影炎ノ足袋 / 影炎ノ腰当	物まねスキルの効果とジャンプ力が強化されて、落下ダメージを軽減する ※WarAgeでは効果がない 物まねテクニックの効果がスキル+20相当される 物まね効果アップの併用関係は アイテム/追加効果/併用#物まね を参照 ジャンプ力が1.21倍に上昇する 落下ダメージ軽減25%、 風の加護 と アドベンチャー ソウル 、落下ダメージ軽減 Lv3などと併用可能(ただし上限99.9%)	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:171
			6396	technic-6396	傘を差す	technic-6396	same-technic																																																																																							wiki-manual	傘を差す	matched	technic-6396	6396		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	ビッグ アンブレラ / プリント アンブレラ / 和傘 / クリスタル アンブレラ / スチームパンク アンブレラ / 青空の傘	待機と移動モーションが変化する 待機モーションが傘を持つモーションに変化する 移動モーションが傘を前に出しながら移動するモーションに変化する	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:172
			8195	technic-8195	カジノ ディーラー	technic-8195	same-technic																																																																																							wiki-manual	カジノ ディーラー	matched	technic-8195	8195		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	ディーラー ウェア	お客様が暴れると黒服がやってくる ※ダメージを受けると一定確率で黒服を呼び出します。 発動率**.*%、黄ペット？「黒服」（Lv**.*）を？体召喚？	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:173
			9324	technic-9324	火神の力	technic-9324	same-technic																																																																																							wiki-manual	火神の力	matched	technic-9324	9324	スキル+:10(破壊魔法)	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	イグニス ロッド / 背負いイグニス ロッド	破壊魔法の効果を上昇させ、専用技『プロメテウスの炎 』が使用できる ※WarAgeでは効果が無い 破壊魔法テクニックの効果がスキル+10相当される。 雪の女王 と併用不可(雪の女王が常に優先) 破壊魔法効果アップの併用関係は アイテム/追加効果/併用#破壊魔法 を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:174
			9600	technic-9600	風精霊の加護	technic-9600	same-technic																																																																																							wiki-manual	風精霊の加護	matched	technic-9600	9600		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	エアリエル ロッド / 背負いエアリエル ロッド	回復魔法の効果を上昇させ、専用技『 いやしの風 』が使用できる 回復魔法効果アップの併用関係は アイテム/追加効果/併用#回復魔法 を参照	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:175
			8063	technic-8063	風に揺られて	technic-8063	same-technic																																																																																							wiki-manual	風に揺られて	matched	technic-8063	8063		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	綿毛	モーションが変化し、落下速度と落下ダメージを軽減する ※WarAgeでは効果が無い 待機モーション変化 落下ダメージ15%軽減 ムーンフォールや風の加護とは併用不可	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:176
			4796	technic-4796	風の鍵	technic-4796	same-technic																					5																																																																		wiki-manual	風の鍵	matched	technic-4796	4796	回避%:5%		風の鍵束	回避が上昇する ※WarAgeでは効果がない 回避+5% 属性ベル系buffと併用可能 buff効果は古い順に計算される。素の回避100、牙ワーウルフで49上昇する場合、 風の鍵→ワーウルフ＝154.0、ワーウルフ→風の鍵＝156.5	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:177
			2402	technic-2402	風の加護	technic-2402	same-technic																																																																																							wiki-manual	風の加護	matched	technic-2402	2402		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	シルフィード装備 / フェアリー ウイング / ウイング イヤリング / 羽衣 / 天使の両翼 / アーマー オブ グリフォン / ハーピー アーム / たっぷりバルーン / メッセンジャーズ カイト / メッセンジャーズ カイト カラー / ハートバルーン ベア / ジュエル フェザー ネックレス / フェザー ローブ / ウイング ウィッグ / スノー フェアリー マント / 機械の片翼	風の力で身を守り、落下ダメージを軽減する ※WarAgeでは効果がない（150113仕様変更） 落下ダメージ15%軽減。 天使のサンダルAと併用可能。 落下ダメージ軽減 Lv3と併用可能。併用した場合、軽減量は加算されて40%となる。 落下速度60%軽減。(自然調和ムーン フォールが優先される) 複合技レビテイションとは併用不可。(優先度は同位) 複数装備しても効果は重複されないため無意味。	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:178
			4672	technic-4672	かたつむり モーション	technic-4672	same-technic																																																																																							wiki-manual	かたつむり モーション	matched	technic-4672	4672		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	かたつむりの殻	移動モーションが変化する かたつむりのように地を這うような動き	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:179
			9277	technic-9277	がたん ごとん がたん ごとん	technic-9277	same-technic																																																																																							wiki-manual	がたん ごとん がたん ごとん	matched	technic-9277	9277	速度:10		電車ごっこ	みんなで列になってがたん ごとん がたん ごとん！移動速度が上昇する ※WarAgeでは効果が無い 移動速度+10.0	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:180
			9392	technic-9392	閣下サポート	technic-9392	same-technic																																																																																							wiki-manual	閣下サポート	matched	technic-9392	9392		数値効果を自動抽出できませんでした	ブリギッテ なりきりウィッグ / ブリギッテ なりきりウィッグ カラー	魔力と最大MPが3%上昇する ※WarAgeでは効果が無い	アイテム/追加効果/常時発動1	MoE Wiki (main) - アイテム_追加効果_常時発動1(1).htm:181
